Organisation_Code,Sector,Number_Of_Beds,Effective_Snapshot_Date
RQW,Mental Illness,0,30/06/2011
RRD,Mental Illness,336.406593,30/06/2011
RT1,Mental Illness,306.010989,30/06/2011
RGN,Mental Illness,0,30/06/2011
RGP,Mental Illness,0,30/06/2011
RGQ,Mental Illness,0,30/06/2011
RGR,Mental Illness,0,30/06/2011
RGT,Mental Illness,0,30/06/2011
RM1,Mental Illness,0,30/06/2011
RC1,Mental Illness,0,30/06/2011
RC9,Mental Illness,0,30/06/2011
RCX,Mental Illness,0,30/06/2011
RDD,Mental Illness,0,30/06/2011
RDE,Mental Illness,0,30/06/2011
RGM,Mental Illness,0,30/06/2011
RYW,Mental Illness,0,30/06/2011
TAJ,Mental Illness,93.494505,30/06/2011
5P2,Mental Illness,0,30/06/2011
5PT,Mental Illness,0,30/06/2011
5PV,Mental Illness,0,30/06/2011
RAJ,Mental Illness,0,30/06/2011
RWQ,Mental Illness,149.373626,30/06/2011
RXK,Mental Illness,0,30/06/2011
RXT,Mental Illness,601.043956,30/06/2011
RXW,Mental Illness,0,30/06/2011
RYG,Mental Illness,272.967033,30/06/2011
RYK,Mental Illness,130.208791,30/06/2011
RQ3,Mental Illness,39.450549,30/06/2011
RR1,Mental Illness,0,30/06/2011
RRE,Mental Illness,323.252747,30/06/2011
RRJ,Mental Illness,0,30/06/2011
RRK,Mental Illness,0,30/06/2011
RWP,Mental Illness,0,30/06/2011
RL4,Mental Illness,0,30/06/2011
RLQ,Mental Illness,0,30/06/2011
RLT,Mental Illness,0,30/06/2011
RLU,Mental Illness,0,30/06/2011
RLY,Mental Illness,177.230769,30/06/2011
RNA,Mental Illness,0,30/06/2011
RJC,Mental Illness,0,30/06/2011
RJD,Mental Illness,0,30/06/2011
RJE,Mental Illness,0,30/06/2011
RJF,Mental Illness,0,30/06/2011
RKB,Mental Illness,0,30/06/2011
RL1,Mental Illness,0,30/06/2011
5PG,Mental Illness,0,30/06/2011
5PH,Mental Illness,0,30/06/2011
5PJ,Mental Illness,0,30/06/2011
5PK,Mental Illness,0,30/06/2011
5PL,Mental Illness,0,30/06/2011
RBK,Mental Illness,0,30/06/2011
RX1,Mental Illness,0,30/06/2011
RXM,Mental Illness,293.164835,30/06/2011
RY5,Mental Illness,0,30/06/2011
RY8,Mental Illness,57.164835,30/06/2011
5M2,Mental Illness,0,30/06/2011
5MV,Mental Illness,60.857143,30/06/2011
RP1,Mental Illness,197.835165,30/06/2011
RP7,Mental Illness,225.461538,30/06/2011
RT5,Mental Illness,383.626374,30/06/2011
RTG,Mental Illness,0,30/06/2011
RWD,Mental Illness,0,30/06/2011
RWE,Mental Illness,0,30/06/2011
5PD,Mental Illness,0,30/06/2011
RFS,Mental Illness,0,30/06/2011
RHA,Mental Illness,884.021978,30/06/2011
RK5,Mental Illness,0,30/06/2011
RNQ,Mental Illness,0,30/06/2011
RNS,Mental Illness,0,30/06/2011
RWY,Mental Illness,0.010989,30/06/2011
RXE,Mental Illness,228.527473,30/06/2011
RXF,Mental Illness,0,30/06/2011
RXG,Mental Illness,407.846154,30/06/2011
RY6,Mental Illness,6.274725,30/06/2011
TAD,Mental Illness,197.879121,30/06/2011
RGD,Mental Illness,312.373626,30/06/2011
RJL,Mental Illness,0,30/06/2011
RP5,Mental Illness,0,30/06/2011
RR8,Mental Illness,0,30/06/2011
RV9,Mental Illness,184.78022,30/06/2011
RWA,Mental Illness,0,30/06/2011
RCB,Mental Illness,0,30/06/2011
RCC,Mental Illness,0,30/06/2011
RCD,Mental Illness,0,30/06/2011
RCF,Mental Illness,0,30/06/2011
RCU,Mental Illness,14.098901,30/06/2011
RFF,Mental Illness,0,30/06/2011
RXV,Mental Illness,564,30/06/2011
RY1,Mental Illness,0,30/06/2011
TAE,Mental Illness,226.351648,30/06/2011
5N4,Mental Illness,0,30/06/2011
5NV,Mental Illness,231.120879,30/06/2011
RAE,Mental Illness,0,30/06/2011
RWJ,Mental Illness,0,30/06/2011
RWW,Mental Illness,0,30/06/2011
RXA,Mental Illness,228.868132,30/06/2011
RXL,Mental Illness,0,30/06/2011
RXN,Mental Illness,0,30/06/2011
RXR,Mental Illness,0,30/06/2011
RTX,Mental Illness,0,30/06/2011
RVY,Mental Illness,0,30/06/2011
RW3,Mental Illness,10,30/06/2011
RW4,Mental Illness,351.835165,30/06/2011
RW5,Mental Illness,555.505495,30/06/2011
RW6,Mental Illness,0,30/06/2011
RMP,Mental Illness,0,30/06/2011
RNL,Mental Illness,0,30/06/2011
RQ6,Mental Illness,0,30/06/2011
RRF,Mental Illness,0,30/06/2011
RQX,Learning Disabilities,0,31/03/2019
RQY,Learning Disabilities,0,31/03/2019
RRP,Learning Disabilities,0,31/03/2019
RRV,Learning Disabilities,0,31/03/2019
RJZ,Learning Disabilities,0,31/03/2019
RKE,Learning Disabilities,0,31/03/2019
RKL,Learning Disabilities,0,31/03/2019
RP4,Learning Disabilities,0,31/03/2019
RP6,Learning Disabilities,0,31/03/2019
RPG,Learning Disabilities,8.255556,31/03/2019
RAX,Learning Disabilities,0,31/03/2019
RF4,Learning Disabilities,0,31/03/2019
RJ1,Learning Disabilities,0,31/03/2019
RJ2,Learning Disabilities,0,31/03/2019
RJ6,Learning Disabilities,0,31/03/2019
RJ7,Learning Disabilities,0,31/03/2019
R1K,Learning Disabilities,0,31/03/2019
RAL,Learning Disabilities,0,31/03/2019
RAN,Learning Disabilities,0,31/03/2019
RAP,Learning Disabilities,0,31/03/2019
RAS,Learning Disabilities,0,31/03/2019
RAT,Learning Disabilities,10.344444,31/03/2019
RYG,Learning Disabilities,58.533333,31/03/2019
RYK,Learning Disabilities,0,31/03/2019
RYV,Learning Disabilities,0,31/03/2019
RYW,Learning Disabilities,0,31/03/2019
TAJ,Learning Disabilities,32.555556,31/03/2019
R1H,Learning Disabilities,0,31/03/2019
RXM,Learning Disabilities,0,31/03/2019
RXT,Learning Disabilities,0,31/03/2019
RXW,Learning Disabilities,0,31/03/2019
RY3,Learning Disabilities,3.544444,31/03/2019
RY5,Learning Disabilities,0,31/03/2019
RY8,Learning Disabilities,10.177778,31/03/2019
RWG,Learning Disabilities,0,31/03/2019
RWH,Learning Disabilities,0,31/03/2019
RWP,Learning Disabilities,0,31/03/2019
RWR,Learning Disabilities,58.855556,31/03/2019
RX1,Learning Disabilities,0,31/03/2019
RXK,Learning Disabilities,0,31/03/2019
RRJ,Learning Disabilities,0,31/03/2019
RRK,Learning Disabilities,0,31/03/2019
RT1,Learning Disabilities,4.266667,31/03/2019
RTG,Learning Disabilities,0,31/03/2019
RWD,Learning Disabilities,0,31/03/2019
RWE,Learning Disabilities,0,31/03/2019
RP1,Learning Disabilities,0,31/03/2019
RP7,Learning Disabilities,0,31/03/2019
RQ3,Learning Disabilities,0,31/03/2019
RQ8,Learning Disabilities,0,31/03/2019
RQW,Learning Disabilities,0,31/03/2019
RRE,Learning Disabilities,13.044444,31/03/2019
RLY,Learning Disabilities,8.944444,31/03/2019
RM1,Learning Disabilities,0,31/03/2019
RMY,Learning Disabilities,3.488889,31/03/2019
RNA,Learning Disabilities,0,31/03/2019
RNQ,Learning Disabilities,0,31/03/2019
RNS,Learning Disabilities,0,31/03/2019
RK5,Learning Disabilities,0,31/03/2019
RKB,Learning Disabilities,0,31/03/2019
RL1,Learning Disabilities,0,31/03/2019
RL4,Learning Disabilities,0,31/03/2019
RLQ,Learning Disabilities,0,31/03/2019
RLT,Learning Disabilities,0,31/03/2019
RGP,Learning Disabilities,0,31/03/2019
RGR,Learning Disabilities,0,31/03/2019
RGT,Learning Disabilities,0,31/03/2019
RHA,Learning Disabilities,55.388889,31/03/2019
RJC,Learning Disabilities,0,31/03/2019
RJE,Learning Disabilities,0,31/03/2019
RD8,Learning Disabilities,0,31/03/2019
RDD,Learning Disabilities,0,31/03/2019
RDE,Learning Disabilities,0,31/03/2019
RFS,Learning Disabilities,0,31/03/2019
RGM,Learning Disabilities,0,31/03/2019
RGN,Learning Disabilities,0,31/03/2019
R1L,Learning Disabilities,6.466667,31/03/2019
RAJ,Learning Disabilities,0,31/03/2019
RBK,Learning Disabilities,0,31/03/2019
RC1,Learning Disabilities,0,31/03/2019
RC9,Learning Disabilities,0,31/03/2019
RCX,Learning Disabilities,0,31/03/2019
RXP,Learning Disabilities,0,31/03/2019
RXR,Learning Disabilities,0,31/03/2019
RY6,Learning Disabilities,0,31/03/2019
TAD,Learning Disabilities,5.166667,31/03/2019
TAH,Learning Disabilities,4.677778,31/03/2019
R1A,Learning Disabilities,0,31/03/2019
RXA,Learning Disabilities,25.255556,31/03/2019
RXE,Learning Disabilities,0,31/03/2019
RXF,Learning Disabilities,0,31/03/2019
RXG,Learning Disabilities,20.633333,31/03/2019
RXL,Learning Disabilities,0,31/03/2019
RXN,Learning Disabilities,0,31/03/2019
RWA,Learning Disabilities,0,31/03/2019
RWJ,Learning Disabilities,0,31/03/2019
RWW,Learning Disabilities,0,31/03/2019
RWY,Learning Disabilities,0,31/03/2019
RX3,Learning Disabilities,100.955556,31/03/2019
RX4,Learning Disabilities,95.511111,31/03/2019
RV9,Learning Disabilities,4,31/03/2019
RVW,Learning Disabilities,0,31/03/2019
RVY,Learning Disabilities,0,31/03/2019
RW4,Learning Disabilities,119.411111,31/03/2019
RW5,Learning Disabilities,0,31/03/2019
RW6,Learning Disabilities,0,31/03/2019
RT2,Learning Disabilities,0,31/03/2019
RTD,Learning Disabilities,0,31/03/2019
RTF,Learning Disabilities,0,31/03/2019
RTR,Learning Disabilities,0,31/03/2019
RTV,Learning Disabilities,3.544444,31/03/2019
RTX,Learning Disabilities,0,31/03/2019
RNN,Learning Disabilities,3.655556,31/03/2019
RP5,Learning Disabilities,0,31/03/2019
RQ6,Learning Disabilities,0,31/03/2019
RR7,Learning Disabilities,0,31/03/2019
RR8,Learning Disabilities,0,31/03/2019
RRF,Learning Disabilities,0,31/03/2019
RJR,Learning Disabilities,0,31/03/2019
RLN,Learning Disabilities,0,31/03/2019
RW3,Mental Illness,8.758242,30/06/2012
RM3,Mental Illness,0,30/06/2012
RMC,Mental Illness,0,30/06/2012
RMP,Mental Illness,0,30/06/2012
RNL,Mental Illness,0,30/06/2012
RNN,Mental Illness,122.021978,30/06/2012
RQ6,Mental Illness,0,30/06/2012
REP,Mental Illness,0,30/06/2012
RET,Mental Illness,0,30/06/2012
RJN,Mental Illness,0,30/06/2012
RJR,Mental Illness,0,30/06/2012
RJX,Mental Illness,0,30/06/2012
RM2,Mental Illness,0,30/06/2012
RBQ,Mental Illness,0,30/06/2012
RBS,Mental Illness,1.714286,30/06/2012
RBT,Mental Illness,0,30/06/2012
RBV,Mental Illness,0,30/06/2012
REM,Mental Illness,0,30/06/2012
REN,Mental Illness,0,30/06/2012
RVW,Mental Illness,0,30/06/2012
RX3,Mental Illness,623.747253,30/06/2012
RX4,Mental Illness,729.450549,30/06/2012
RXP,Mental Illness,0,30/06/2012
RBL,Mental Illness,0,30/06/2012
RBN,Mental Illness,0,30/06/2012
RE9,Mental Illness,0,30/06/2012
RLN,Mental Illness,0,30/06/2012
RR7,Mental Illness,28.406593,30/06/2012
RTD,Mental Illness,0,30/06/2012
RTF,Mental Illness,42.142857,30/06/2012
RTR,Mental Illness,0,30/06/2012
RNZ,Maternity,16.263736,30/06/2012
RTE,Maternity,39.604396,30/06/2012
RTQ,Maternity,0,30/06/2012
RVJ,Maternity,52.659341,30/06/2012
RVN,Maternity,0,30/06/2012
RWV,Maternity,0,30/06/2012
REF,Maternity,24.186813,30/06/2012
RH5,Maternity,0,30/06/2012
RH8,Maternity,26,30/06/2012
RJ8,Maternity,0,30/06/2012
RK9,Maternity,34.538462,30/06/2012
RN3,Maternity,46.417582,30/06/2012
RBD,Maternity,15.362637,30/06/2012
RBZ,Maternity,11,30/06/2012
RD1,Maternity,0,30/06/2012
RD3,Maternity,34.142857,30/06/2012
RDY,Maternity,0,30/06/2012
RDZ,Maternity,5.142857,30/06/2012
RA3,Maternity,0,30/06/2012
RA4,Maternity,11.483516,30/06/2012
RA7,Maternity,49.725275,30/06/2012
RA9,Maternity,4.901099,30/06/2012
RBA,Maternity,23.340659,30/06/2012
RBB,Maternity,0,30/06/2012
RNU,Maternity,0,30/06/2012
RTH,Maternity,53.978022,30/06/2012
RW1,Maternity,0,30/06/2012
RWX,Maternity,0,30/06/2012
RXQ,Maternity,38.373626,30/06/2012
5QH,Maternity,0,30/06/2012
RD8,Maternity,27.296703,30/06/2012
RHM,Maternity,36.131868,30/06/2012
RHU,Maternity,37.945055,30/06/2012
RHW,Maternity,32.406593,30/06/2012
RHX,Maternity,0,30/06/2012
RN5,Maternity,37.186813,30/06/2012
RXY,Maternity,0,30/06/2012
RYR,Maternity,37.296703,30/06/2012
5CQ,Maternity,0,30/06/2012
R1C,Maternity,0,30/06/2012
R1F,Maternity,7.868132,30/06/2012
RD7,Maternity,29.285714,30/06/2012
RVV,Maternity,34.428571,30/06/2012
RWF,Maternity,32.164835,30/06/2012
RX2,Maternity,0,30/06/2012
RXC,Maternity,13.824176,30/06/2012
RXH,Maternity,52.285714,30/06/2012
RXX,Maternity,0,30/06/2012
RDU,Maternity,31.857143,30/06/2012
RN7,Maternity,26.648352,30/06/2012
RPA,Maternity,36.769231,30/06/2012
RPC,Maternity,0,30/06/2012
RTK,Maternity,28.252747,30/06/2012
RTP,Maternity,15.89011,30/06/2012
RYJ,Maternity,79.406593,30/06/2012
RYQ,Maternity,85.725275,30/06/2012
RYX,Maternity,0,30/06/2012
TAF,Maternity,0,30/06/2012
RA2,Maternity,25.824176,30/06/2012
RDR,Maternity,0,30/06/2012
RV3,Maternity,0,30/06/2012
RV5,Maternity,0,30/06/2012
RV8,Maternity,81.461538,30/06/2012
RVL,Maternity,32.142857,30/06/2012
RVR,Maternity,45.263736,30/06/2012
RWK,Maternity,0,30/06/2012
RQM,Maternity,18.340659,30/06/2012
RQX,Maternity,31.065934,30/06/2012
RQY,Maternity,0,30/06/2012
RRP,Maternity,0,30/06/2012
RRV,Maternity,30.197802,30/06/2012
RT3,Maternity,0,30/06/2012
RKE,Maternity,37.714286,30/06/2012
RKL,Maternity,0,30/06/2012
RP4,Maternity,0,30/06/2012
RP6,Maternity,0,30/06/2012
RPG,Maternity,0,30/06/2012
RPY,Maternity,0,30/06/2012
RFW,Maternity,36.527473,30/06/2012
RJ1,Maternity,58.197802,30/06/2012
RJ2,Maternity,36.835165,30/06/2012
RJ6,Maternity,35.406593,30/06/2012
RJ7,Maternity,34.725275,30/06/2012
RJZ,Maternity,45.296703,30/06/2012
RAP,Maternity,23.186813,30/06/2012
RAS,Maternity,26.384615,30/06/2012
RAT,Maternity,0,30/06/2012
RAX,Maternity,46.208791,30/06/2012
RC3,Maternity,35.703297,30/06/2012
RF4,Maternity,59.615385,30/06/2012
RY4,Maternity,0,30/06/2012
RYV,Maternity,0,30/06/2012
NDA,Maternity,0,30/06/2012
R1H,Maternity,145.351648,30/06/2012
RAL,Maternity,23.56044,30/06/2012
RAN,Maternity,0,30/06/2012
RT1,Maternity,0,30/06/2012
RWG,Maternity,12.846154,30/06/2012
RWH,Maternity,37.791209,30/06/2012
RWN,Maternity,0,30/06/2012
RWR,Maternity,0,30/06/2012
RY3,Maternity,0,30/06/2012
RM1,Maternity,28.406593,30/06/2012
RMY,Maternity,0,30/06/2012
RQ8,Maternity,23.835165,30/06/2012
RQQ,Maternity,17.703297,30/06/2012
RQW,Maternity,28.164835,30/06/2012
RRD,Maternity,0,30/06/2012
RGM,Maternity,0,30/06/2012
RGN,Maternity,31.373626,30/06/2012
RFF,General & Acute,380.01087,30/09/2020
RFR,General & Acute,322.521739,30/09/2020
RGD,General & Acute,0,30/09/2020
RHQ,General & Acute,1003.695652,30/09/2020
RJL,General & Acute,514.456522,30/09/2020
RNN,General & Acute,444.891304,30/09/2020
R0B,General & Acute,619.5,30/09/2020
RAE,General & Acute,403.967391,30/09/2020
RCB,General & Acute,634.804348,30/09/2020
RCD,General & Acute,185.434783,30/09/2020
RCF,General & Acute,240.5,30/09/2020
RCU,General & Acute,71.01087,30/09/2020
RWJ,General & Acute,413.717391,30/09/2020
RWW,General & Acute,399.054348,30/09/2020
RXA,General & Acute,0,30/09/2020
RXL,General & Acute,526.847826,30/09/2020
RXN,General & Acute,544.75,30/09/2020
RXR,General & Acute,656.586957,30/09/2020
RTV,General & Acute,0,30/09/2020
RTX,General & Acute,490.021739,30/09/2020
RVY,General & Acute,318.630435,30/09/2020
RW4,General & Acute,0,30/09/2020
RW5,General & Acute,0,30/09/2020
RW6,General & Acute,796.184783,30/09/2020
RJR,General & Acute,376.956522,30/09/2020
RM3,General & Acute,543.684783,30/09/2020
RMC,General & Acute,398.456522,30/09/2020
RMP,General & Acute,272.445652,30/09/2020
RRF,General & Acute,374.336957,30/09/2020
RT2,General & Acute,0,30/09/2020
RBV,General & Acute,116.717391,30/09/2020
REM,General & Acute,1176.369565,30/09/2020
REN,General & Acute,58.48913,30/09/2020
REP,General & Acute,13.456522,30/09/2020
RET,General & Acute,98.054348,30/09/2020
RJN,General & Acute,223.413043,30/09/2020
R0A,General & Acute,1199.771739,30/09/2020
RBL,General & Acute,498.097826,30/09/2020
RBN,General & Acute,570.163043,30/09/2020
RBQ,General & Acute,99.119565,30/09/2020
RBS,General & Acute,138.967391,30/09/2020
RBT,General & Acute,392.326087,30/09/2020
RQW,General & Acute,317.097826,30/09/2020
RT1,General & Acute,66.608696,30/09/2020
RWG,General & Acute,481.315217,30/09/2020
RWH,General & Acute,430.902174,30/09/2020
RWR,General & Acute,0,30/09/2020
RY3,General & Acute,69.858696,30/09/2020
RGN,General & Acute,697.25,30/09/2020
RGP,General & Acute,333.641304,30/09/2020
RGR,General & Acute,316.543478,30/09/2020
RGT,General & Acute,789.434783,30/09/2020
RM1,General & Acute,749.326087,30/09/2020
RMY,General & Acute,0,30/09/2020
RAJ,General & Acute,1346,30/09/2020
RC9,General & Acute,790.956522,30/09/2020
RCX,General & Acute,382.913043,30/09/2020
RD8,General & Acute,297.195652,30/09/2020
RDE,General & Acute,910.771739,30/09/2020
RGM,General & Acute,152.065217,30/09/2020
RY5,General & Acute,21.228261,30/09/2020
RY8,General & Acute,0,30/09/2020
RYG,General & Acute,0,30/09/2020
RYW,General & Acute,115.836957,30/09/2020
TAJ,General & Acute,0,30/09/2020
R1L,General & Acute,64.076087,30/09/2020
RWP,General & Acute,522.206522,30/09/2020
RX1,General & Acute,1089.097826,30/09/2020
RXK,General & Acute,442,30/09/2020
RXM,General & Acute,0,30/09/2020
RXT,General & Acute,0,30/09/2020
RXW,General & Acute,529.076087,30/09/2020
RRE,General & Acute,102.532609,30/09/2020
RRJ,General & Acute,54.554348,30/09/2020
RRK,General & Acute,1778.423913,30/09/2020
RTG,General & Acute,947.75,30/09/2020
RWD,General & Acute,838.228261,30/09/2020
RWE,General & Acute,1201.891304,30/09/2020
RNA,General & Acute,516.173913,30/09/2020
RNQ,General & Acute,417.836957,30/09/2020
RNS,General & Acute,504.413043,30/09/2020
RP1,General & Acute,90.380435,30/09/2020
RP7,General & Acute,0,30/09/2020
RQ3,General & Acute,164.26087,30/09/2020
RKB,General & Acute,841.369565,30/09/2020
RL1,General & Acute,86.434783,30/09/2020
RL4,General & Acute,627.684783,30/09/2020
RLQ,General & Acute,185.315217,30/09/2020
RLT,General & Acute,232.413043,30/09/2020
RLY,General & Acute,0,30/09/2020
RBK,General & Acute,339.956522,30/09/2020
RFS,General & Acute,327.586957,30/09/2020
RHA,General & Acute,68.706522,30/09/2020
RJC,General & Acute,287.793478,30/09/2020
RJE,General & Acute,964.206522,30/09/2020
RK5,General & Acute,387.391304,30/09/2020
RXH,General & Acute,603.141304,30/09/2020
RXQ,General & Acute,413.782609,30/09/2020
RXX,General & Acute,0,30/09/2020
RXY,General & Acute,0,30/09/2020
RYR,General & Acute,711.054348,30/09/2020
R1A,General & Acute,23.76087,30/09/2020
RVV,General & Acute,687.978261,30/09/2020
RW1,General & Acute,72.521739,30/09/2020
RWF,General & Acute,487.706522,30/09/2020
RWX,General & Acute,16.673913,30/09/2020
RX2,General & Acute,0,30/09/2020
RXC,General & Acute,555.565217,30/09/2020
RPA,General & Acute,341.304348,30/09/2020
RPC,General & Acute,22.130435,30/09/2020
RPG,General & Acute,0,30/09/2020
RTH,General & Acute,690.728261,30/09/2020
RTK,General & Acute,374.402174,30/09/2020
RTP,General & Acute,535.467391,30/09/2020
RHM,General & Acute,819.641304,30/09/2020
RHU,General & Acute,838.967391,30/09/2020
RHW,General & Acute,429.586957,30/09/2020
RN5,General & Acute,546.380435,30/09/2020
RN7,General & Acute,399.826087,30/09/2020
RNU,General & Acute,114.630435,30/09/2020
RX2,Mental Illness,542.25,30/09/2020
RXC,Mental Illness,0,30/09/2020
R1C,General & Acute,60.826087,30/09/2020
R1F,General & Acute,181.73913,30/09/2020
RA2,General & Acute,282.641304,30/09/2020
RDU,General & Acute,885.5,30/09/2020
RTK,Mental Illness,0,30/09/2020
RM3,Learning Disabilities,0,31/03/2019
RMC,Learning Disabilities,0,31/03/2019
RMP,Learning Disabilities,0,31/03/2019
RNL,Learning Disabilities,0,31/03/2019
RFF,Learning Disabilities,0,31/03/2019
RFR,Learning Disabilities,0,31/03/2019
RGD,Learning Disabilities,9.433333,31/03/2019
RHQ,Learning Disabilities,0,31/03/2019
RJL,Learning Disabilities,0,31/03/2019
RJN,Learning Disabilities,0,31/03/2019
RCU,Learning Disabilities,0,31/03/2019
RE9,Learning Disabilities,3.966667,31/03/2019
REM,Learning Disabilities,0,31/03/2019
REN,Learning Disabilities,0,31/03/2019
REP,Learning Disabilities,0,31/03/2019
RET,Learning Disabilities,0,31/03/2019
RBS,Learning Disabilities,0,31/03/2019
RBT,Learning Disabilities,0,31/03/2019
RBV,Learning Disabilities,0,31/03/2019
RCB,Learning Disabilities,0,31/03/2019
RCD,Learning Disabilities,0,31/03/2019
RCF,Learning Disabilities,0,31/03/2019
RYR,General & Acute,907.155556,31/03/2019
R0A,Learning Disabilities,0,31/03/2019
RAE,Learning Disabilities,0,31/03/2019
RBL,Learning Disabilities,0,31/03/2019
RBN,Learning Disabilities,0,31/03/2019
RBQ,Learning Disabilities,0,31/03/2019
RX2,General & Acute,0,31/03/2019
RXC,General & Acute,662.1,31/03/2019
RXH,General & Acute,799.777778,31/03/2019
RXQ,General & Acute,549.611111,31/03/2019
RXX,General & Acute,0,31/03/2019
RXY,General & Acute,0,31/03/2019
RTK,General & Acute,451.6,31/03/2019
RTP,General & Acute,644.055556,31/03/2019
RVV,General & Acute,941.233333,31/03/2019
RW1,General & Acute,84.966667,31/03/2019
RWF,General & Acute,699.577778,31/03/2019
RWX,General & Acute,37.788889,31/03/2019
RN5,General & Acute,688.066667,31/03/2019
RN7,General & Acute,501.111111,31/03/2019
RNU,General & Acute,137.133333,31/03/2019
RPA,General & Acute,450.011111,31/03/2019
